episode_id,category,person,role,credited
S20-E4,Produced by,Matt Warburton,supervising producer,true
S20-E5,Produced by,Matt Warburton,supervising producer,true
S20-E6,Produced by,Matt Warburton,supervising producer,true
S20-E7,Produced by,Matt Warburton,supervising producer,true
S20-E8,Produced by,Matt Warburton,supervising producer,true
S20-E9,Produced by,Matt Warburton,supervising producer,true
S20-E1,Sound Department,Mark Linden,re-recording mixer,true
S20-E2,Sound Department,Mark Linden,re-recording mixer,true
S20-E3,Sound Department,Mark Linden,re-recording mixer,true
S20-E4,Sound Department,Mark Linden,re-recording mixer,true
S20-E5,Sound Department,Mark Linden,re-recording mixer,true
S20-E6,Sound Department,Mark Linden,re-recording mixer,true
S20-E7,Sound Department,Mark Linden,re-recording mixer,true
S20-E8,Sound Department,Mark Linden,re-recording mixer,true
S20-E9,Sound Department,Mark Linden,re-recording mixer,true
S20-E10,Sound Department,Mark Linden,re-recording mixer,true
S20-E11,Sound Department,Mark Linden,re-recording mixer,true
S20-E12,Sound Department,Mark Linden,re-recording mixer,true
S20-E13,Sound Department,Mark Linden,re-recording mixer,true
S20-E14,Sound Department,Mark Linden,re-recording mixer,true
S20-E15,Sound Department,Mark Linden,re-recording mixer,true
S20-E16,Sound Department,Mark Linden,re-recording mixer,true
S20-E17,Sound Department,Mark Linden,re-recording mixer,true
S20-E18,Sound Department,Mark Linden,re-recording mixer,true
S20-E19,Sound Department,Mark Linden,re-recording mixer,true
S20-E20,Sound Department,Mark Linden,re-recording mixer,true
S20-E21,Sound Department,Mark Linden,re-recording mixer,true
S20-E9,Animation Department,Karen Carnegie Johnson,retake animation timer,true
S20-E9,Animation Department,Richard Gasparian,retake animation timer,true
S20-E16,Animation Department,Chance Raspberry,retake character layout artist,true
S20-E17,Animation Department,Greg Checketts,retake character layout artist,true
S20-E16,Animation Department,James Anthony Marquez,retake character layout artist,true
S20-E16,Animation Department,Josh Taback,retake character layout artist,true
S20-E16,Animation Department,Manny DeGuzman,retake character layout artist,true
S20-E17,Animation Department,Orlando Baeza,retake character layout artist,true
S20-E6,Animation Department,Drew McPhail,retake director,true
S20-E10,Animation Department,Karen Carnegie Johnson,retake director,true
S20-E11,Animation Department,Karen Carnegie Johnson,retake director,true
S20-E12,Animation Department,Karen Carnegie Johnson,retake director,true
S20-E13,Animation Department,Karen Carnegie Johnson,retake director,true
S20-E14,Animation Department,Michael Polcino,retake director,true
S20-E8,Animation Department,Timothy Bailey,retake director,true
S20-E1,Second Unit Director or Assistant Director,Drew McPhail,retake director,true
S20-E6,Second Unit Director or Assistant Director,Drew McPhail,retake director,true
S20-E7,Second Unit Director or Assistant Director,Drew McPhail,retake director,true
S20-E9,Second Unit Director or Assistant Director,Drew McPhail,retake director,true
S20-E15,Second Unit Director or Assistant Director,Drew McPhail,retake director,true
S20-E19,Second Unit Director or Assistant Director,Drew McPhail,retake director,true
S20-E18,Second Unit Director or Assistant Director,Gabriel DeFrancesco,retake director,true
S20-E21,Second Unit Director or Assistant Director,Gabriel DeFrancesco,retake director,true
S20-E3,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E10,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E11,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E12,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E13,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E16,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E17,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E20,Second Unit Director or Assistant Director,Karen Carnegie Johnson,retake director,true
S20-E14,Second Unit Director or Assistant Director,Michael Polcino,retake director,true
S20-E2,Second Unit Director or Assistant Director,Timothy Bailey,retake director,true
S20-E4,Second Unit Director or Assistant Director,Timothy Bailey,retake director,true
S20-E5,Second Unit Director or Assistant Director,Timothy Bailey,retake director,true
S20-E8,Second Unit Director or Assistant Director,Timothy Bailey,retake director,true
S20-E21,Animation Department,Carlton Batten,retake timer,true
S20-E14,Animation Department,Richard Gasparian,retake timer,true
S20-E13,Animation Department,Timothy Bailey,retake timer,true
S20-E15,Animation Department,Timothy Bailey,retake timer,true
S20-E16,Animation Department,Timothy Bailey,retake timer,true
S20-E10,Animation Department,Erika Isabel Vega,scene planner,true
S20-E11,Animation Department,Erika Isabel Vega,scene planner,true
S20-E12,Animation Department,Erika Isabel Vega,scene planner,true
S20-E13,Animation Department,Erika Isabel Vega,scene planner,true
S20-E14,Animation Department,Erika Isabel Vega,scene planner,true
S20-E15,Animation Department,Erika Isabel Vega,scene planner,true
S20-E16,Animation Department,Erika Isabel Vega,scene planner,true
S20-E17,Animation Department,Erika Isabel Vega,scene planner,true
S20-E18,Animation Department,Erika Isabel Vega,scene planner,true
S20-E19,Animation Department,Erika Isabel Vega,scene planner,true
S20-E20,Animation Department,Erika Isabel Vega,scene planner,true
S20-E21,Animation Department,Erika Isabel Vega,scene planner,true
S20-E1,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E2,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E3,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E4,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E5,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E6,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E7,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E8,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E9,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E10,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E11,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E12,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E13,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E14,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E15,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E16,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E17,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E18,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E19,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E20,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E21,Script and Continuity Department,Louise Jaffe,script supervisor,true
S20-E13,Music Department,Holly Pitrago,singer,false
S20-E18,Music Department,Kipp Lennon,singer,true
S20-E2,Sound Department,Travis Powers,sound effects editor,true
S20-E3,Sound Department,Travis Powers,sound effects editor,true
S20-E4,Sound Department,Travis Powers,sound effects editor,true
S20-E10,Sound Department,Travis Powers,sound effects editor,true
S20-E13,Sound Department,Travis Powers,sound effects editor,true
S20-E14,Sound Department,Travis Powers,sound effects editor,true
S20-E16,Sound Department,Travis Powers,sound effects editor,true
S20-E17,Sound Department,Travis Powers,sound effects editor,true
S20-E18,Sound Department,Travis Powers,sound effects editor,true
S20-E19,Sound Department,Travis Powers,sound effects editor,true
S20-E20,Sound Department,Travis Powers,sound effects editor,true
S20-E21,Sound Department,Travis Powers,sound effects editor,true
S20-E1,Sound Department,Robert Nichols II,sound recordist,true
S20-E2,Sound Department,Robert Nichols II,sound recordist,true
S20-E3,Sound Department,Robert Nichols II,sound recordist,true
S20-E4,Sound Department,Robert Nichols II,sound recordist,true
S20-E5,Sound Department,Robert Nichols II,sound recordist,true
S20-E6,Sound Department,Robert Nichols II,sound recordist,true
S20-E7,Sound Department,Robert Nichols II,sound recordist,true
S20-E8,Sound Department,Robert Nichols II,sound recordist,true
S20-E9,Sound Department,Robert Nichols II,sound recordist,true
S20-E10,Sound Department,Robert Nichols II,sound recordist,true
S20-E11,Sound Department,Robert Nichols II,sound recordist,true
S20-E12,Sound Department,Robert Nichols II,sound recordist,true
S20-E13,Sound Department,Robert Nichols II,sound recordist,true
S20-E14,Sound Department,Robert Nichols II,sound recordist,true
S20-E15,Sound Department,Robert Nichols II,sound recordist,true
S20-E16,Sound Department,Robert Nichols II,sound recordist,true
S20-E17,Sound Department,Robert Nichols II,sound recordist,true
S20-E18,Sound Department,Robert Nichols II,sound recordist,true
S20-E19,Sound Department,Robert Nichols II,sound recordist,true
S20-E20,Sound Department,Robert Nichols II,sound recordist,true
S20-E21,Sound Department,Robert Nichols II,sound recordist,true
S20-E1,Sound Department,Tim Lauber,sound recordist,true
S20-E2,Sound Department,Tim Lauber,sound recordist,true
S20-E3,Sound Department,Tim Lauber,sound recordist,true
S20-E4,Sound Department,Tim Lauber,sound recordist,true
S20-E5,Sound Department,Tim Lauber,sound recordist,true
S20-E6,Sound Department,Tim Lauber,sound recordist,true
S20-E7,Sound Department,Tim Lauber,sound recordist,true
S20-E8,Sound Department,Tim Lauber,sound recordist,true
S20-E9,Sound Department,Tim Lauber,sound recordist,true
S20-E10,Sound Department,Tim Lauber,sound recordist,true
S20-E11,Sound Department,Tim Lauber,sound recordist,true
S20-E12,Sound Department,Tim Lauber,sound recordist,true
S20-E13,Sound Department,Tim Lauber,sound recordist,true
S20-E14,Sound Department,Tim Lauber,sound recordist,true
S20-E15,Sound Department,Tim Lauber,sound recordist,true
S20-E16,Sound Department,Tim Lauber,sound recordist,true
S20-E17,Sound Department,Tim Lauber,sound recordist,true
S20-E18,Sound Department,Tim Lauber,sound recordist,true
S20-E19,Sound Department,Tim Lauber,sound recordist,true
S20-E20,Sound Department,Tim Lauber,sound recordist,true
S20-E21,Sound Department,Tim Lauber,sound recordist,true
S20-E1,Writing Credits,Valentina Garza,staff writer,true
S20-E2,Writing Credits,Valentina Garza,staff writer,true
S20-E3,Writing Credits,Valentina Garza,staff writer,true
S20-E4,Writing Credits,Valentina Garza,staff writer,true
S20-E5,Writing Credits,Valentina Garza,staff writer,true
S20-E6,Writing Credits,Valentina Garza,staff writer,true
S20-E7,Writing Credits,Valentina Garza,staff writer,true
S20-E8,Writing Credits,Valentina Garza,staff writer,true
S20-E9,Writing Credits,Valentina Garza,staff writer,true
S20-E19,Cast,Harry Shearer,Eddie,true
S20-E4,Cast,Marcia Wallace,Edna Krabappel,true
S20-E6,Cast,Marcia Wallace,Edna Krabappel,true
S20-E10,Cast,Marcia Wallace,Edna Krabappel,true
S20-E11,Cast,Marcia Wallace,Edna Krabappel,true
S20-E12,Cast,Marcia Wallace,Edna Krabappel,true
S20-E14,Cast,Marcia Wallace,Edna Krabappel,true
S20-E18,Cast,Marcia Wallace,Edna Krabappel,true
S20-E19,Cast,Marcia Wallace,Edna Krabappel,true
S20-E4,Cast,Hank Azaria,Edward G. Robinson,true
S20-E20,Cast,Julie Kavner,Elizabeth Raleigh,true
S20-E20,Cast,Tress MacNeille,Evil Queen,true
S20-E9,Cast,Tress MacNeille,Fairy Queen,true
S20-E4,Cast,Harry Shearer,Fast-Talking Announcer,true
S20-E1,Cast,Joe Mantegna,Fat Tony,true
S20-E2,Cast,Hank Azaria,"FBI Agent #1",true
S20-E2,Cast,Dan Castellaneta,"FBI Agent #2",true
S20-E11,Cast,Yeardley Smith,Francine Rhenquist,true
S20-E14,Cast,Dan Castellaneta,Frank Smith,true
S20-E18,Cast,Dan Castellaneta,Fried Dough Vendor,true
S20-E10,Cast,Tress MacNeille,Gail,true
S20-E11,Cast,Hank Azaria,Garbage Cutter Captain,true
S20-E7,Cast,Dan Castellaneta,Genie,true
S20-E11,Cast,Harry Shearer,George Bush,true
S20-E4,Cast,Hank Azaria,George Washington,true
S20-E12,Cast,Dan Castellaneta,Gil,true
S20-E18,Cast,Pamela Hayden,Girl at Party,true
S20-E18,Cast,Tress MacNeille,Girl at Party,true
S20-E14,Cast,Dan Castellaneta,Girl's Husband,true
S20-E1,Cast,Julia Louis-Dreyfus,Gloria,true
S20-E6,Cast,Scott Thompson,Grady,true
S20-E3,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E4,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E5,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E7,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E12,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E14,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E17,Cast,Dan Castellaneta,Grampa Simpson,true
S20-E4,Cast,Hank Azaria,Grand Pumpkin,true
S20-E16,Cast,Tress MacNeille,Grandma,true
S20-E19,Cast,Nancy Cartwright,Gray-Haired Boy,true
S20-E20,Cast,Harry Shearer,Greedy,true
S20-E2,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E4,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E7,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E8,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E9,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E11,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E17,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E18,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E20,Cast,Dan Castellaneta,Groundskeeper Willie,true
S20-E14,Cast,Tress MacNeille,Guinness Tour Guide,true
S20-E2,Cast,Hank Azaria,Hawaiian Bartender,true
S20-E20,Cast,Dan Castellaneta,HDTV,true
S20-E11,Cast,Maggie Roswell,Helen Lovejoy,true
S20-E15,Cast,Maggie Roswell,Helen Lovejoy,true
S20-E11,Cast,Dan Castellaneta,Homer Clones,true
S20-E1,Cast,Dan Castellaneta,Homer Simpson,true
S20-E2,Cast,Dan Castellaneta,Homer Simpson,true
S20-E3,Cast,Dan Castellaneta,Homer Simpson,true
S20-E4,Cast,Dan Castellaneta,Homer Simpson,true
S20-E5,Cast,Dan Castellaneta,Homer Simpson,true
S20-E6,Cast,Dan Castellaneta,Homer Simpson,true
S20-E7,Cast,Dan Castellaneta,Homer Simpson,true
S20-E8,Cast,Dan Castellaneta,Homer Simpson,true
S20-E9,Cast,Dan Castellaneta,Homer Simpson,true
S20-E10,Cast,Dan Castellaneta,Homer Simpson,true
S20-E11,Cast,Dan Castellaneta,Homer Simpson,true
S20-E12,Cast,Dan Castellaneta,Homer Simpson,true
S20-E13,Cast,Dan Castellaneta,Homer Simpson,true
S20-E14,Cast,Dan Castellaneta,Homer Simpson,true
S20-E15,Cast,Dan Castellaneta,Homer Simpson,true
S20-E16,Cast,Dan Castellaneta,Homer Simpson,true
S20-E17,Cast,Dan Castellaneta,Homer Simpson,true
S20-E18,Cast,Dan Castellaneta,Homer Simpson,true
S20-E19,Cast,Dan Castellaneta,Homer Simpson,true
S20-E20,Cast,Dan Castellaneta,Homer Simpson,true
S20-E21,Cast,Dan Castellaneta,Homer Simpson,true
S20-E11,Cast,Dan Castellaneta,Homer's Doppelgänger,true
S20-E14,Cast,Hank Azaria,Hot Tub Salesman,true
S20-E20,Cast,Dan Castellaneta,Hungry,true
S20-E20,Cast,Dan Castellaneta,Huntsman,true
S20-E16,Cast,Hank Azaria,"Ice Hockey Host #1",true
S20-E16,Cast,Harry Shearer,"Ice Hockey Host #2",true
S20-E16,Cast,Dan Castellaneta,"Ice Hockey Host #3",true
S20-E17,Cast,Tress MacNeille,Inga,true
S20-E21,Cast,Tress MacNeille,Inga,true
S20-E14,Cast,Markéta Irglová,Irish Girl,true
S20-E14,Cast,Glen Hansard,Irish Guy,true
S20-E14,Cast,Nancy Cartwright,Irish Nelson,true
S20-E19,Cast,Pamela Hayden,Janey Powell,true
S20-E12,Cast,Harry Shearer,Jasper,true
S20-E15,Cast,Harry Shearer,Jasper,true
S20-E17,Cast,Anne Hathaway,Jenny,true
S20-E2,Cast,Pamela Hayden,Jimbo Jones,true
S20-E5,Cast,Pamela Hayden,Jimbo Jones,true
S20-E7,Cast,Pamela Hayden,Jimbo Jones,true
S20-E11,Cast,Pamela Hayden,Jimbo Jones,true
S20-E17,Cast,Pamela Hayden,Jimbo Jones,true
S20-E4,Cast,Hank Azaria,John Lennon,true
S20-E4,Cast,Karl Wiedergott,John Wayne,true
S20-E19,Cast,Hank Azaria,Johnny Tightlips,true
S20-E18,Cast,Hank Azaria,Juggler,true
S20-E9,Cast,Emily Blunt,Juliet Hobbes,true
S20-E10,Cast,Tress MacNeille,Justin,true
S20-E19,Cast,Nancy Cartwright,Kate Lynn,true
S20-E19,Cast,Pamela Hayden,Katelyn,true
S20-E14,Cast,Tress MacNeille,Kathy Ireland,true
S20-E5,Cast,Nancy Cartwright,Kearney,true
S20-E7,Cast,Nancy Cartwright,Kearney,true
S20-E9,Cast,Nancy Cartwright,Kearney,true
S20-E11,Cast,Nancy Cartwright,Kearney,true
S20-E20,Cast,Nancy Cartwright,Kearney,true
S20-E2,Cast,Nancy Cartwright,Kearney Zzyzwicz,true
S20-E8,Cast,Nancy Cartwright,Kearney Zzyzwicz,true
S20-E18,Cast,Tress MacNeille,Kenny,true
S20-E18,Cast,Pamela Hayden,Kenny's Mother,true
S20-E12,Cast,Harry Shearer,Kent Brockman,true
S20-E13,Cast,Harry Shearer,Kent Brockman,true
S20-E15,Cast,Harry Shearer,Kent Brockman,true
S20-E21,Cast,Harry Shearer,Kent Brockman,true
S20-E20,Cast,Hank Azaria,King Julio of Spain,true
S20-E17,Cast,Hank Azaria,Kirk Van Houten,true
S20-E18,Cast,Hank Azaria,Kirk Van Houten,true
S20-E2,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E3,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E4,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E7,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E14,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E15,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E19,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E21,Cast,Dan Castellaneta,Krusty the Clown,true
S20-E20,Cast,Pamela Hayden,Lady 911 Operator,true
S20-E10,Cast,Harry Shearer,Lenny Leonard,true
S20-E12,Cast,Harry Shearer,Lenny Leonard,true
S20-E15,Cast,Harry Shearer,Lenny Leonard,true
S20-E17,Cast,Harry Shearer,Lenny Leonard,true
S20-E18,Cast,Harry Shearer,Lenny Leonard,true
S20-E20,Cast,Harry Shearer,Lenny Leonard,true
S20-E21,Cast,Harry Shearer,Lenny Leonard,true
S20-E3,Cast,Harry Shearer,Lenny Leonard Leonard,true
S20-E7,Cast,Harry Shearer,Lenny Leonard Leonard,true
S20-E11,Cast,Harry Shearer,Lenny Leonard Leonard,true
S20-E16,Cast,Harry Shearer,Lenny Leonard Leonard,true
S20-E11,Cast,Tress MacNeille,Lewis,true
S20-E11,Cast,Tress MacNeille,Lindsay Naegle,true
S20-E6,Cast,Tress MacNeille,Lindsey Naegle,true
S20-E16,Cast,Hank Azaria,Ling-chow,true
S20-E1,Cast,Yeardley Smith,Lisa Simpson,true
S20-E2,Cast,Yeardley Smith,Lisa Simpson,true
S20-E3,Cast,Yeardley Smith,Lisa Simpson,true
S20-E4,Cast,Yeardley Smith,Lisa Simpson,true
S20-E5,Cast,Yeardley Smith,Lisa Simpson,true
S20-E6,Cast,Yeardley Smith,Lisa Simpson,true
S20-E7,Cast,Yeardley Smith,Lisa Simpson,true
S20-E8,Cast,Yeardley Smith,Lisa Simpson,true
S20-E9,Cast,Yeardley Smith,Lisa Simpson,true
S20-E10,Cast,Yeardley Smith,Lisa Simpson,true
S20-E11,Cast,Yeardley Smith,Lisa Simpson,true
S20-E12,Cast,Yeardley Smith,Lisa Simpson,true
S20-E13,Cast,Yeardley Smith,Lisa Simpson,true
S20-E14,Cast,Yeardley Smith,Lisa Simpson,true
S20-E15,Cast,Yeardley Smith,Lisa Simpson,true
S20-E16,Cast,Yeardley Smith,Lisa Simpson,true
S20-E17,Cast,Yeardley Smith,Lisa Simpson,true
S20-E18,Cast,Yeardley Smith,Lisa Simpson,true
S20-E19,Cast,Yeardley Smith,Lisa Simpson,true
S20-E20,Cast,Yeardley Smith,Lisa Simpson,true
S20-E21,Cast,Yeardley Smith,Lisa Simpson,true
S20-E3,Cast,Hank Azaria,Lodge Waiter,true
S20-E3,Cast,Hank Azaria,Lou,true
S20-E19,Cast,Hank Azaria,Lou,true
S20-E21,Cast,Hank Azaria,Lou,true
S20-E19,Cast,Dan Castellaneta,Louie,true
S20-E11,Cast,Maggie Roswell,Luann Van Houten,true
S20-E1,Cast,Robert Forster,Lucky Jim,true
S20-E16,Cast,Hank Azaria,Luigi,true
S20-E18,Cast,Tress MacNeille,Lunchlady Doris,true
S20-E20,Cast,Jodie Foster,Maggie Roark,true
S20-E4,Cast,Nancy Cartwright,Maggie Simpson,true
S20-E13,Cast,Nancy Cartwright,Maggie Simpson,true
S20-E16,Cast,Nancy Cartwright,Maggie Simpson,true
S20-E15,Cast,Dan Castellaneta,Mailman,true
S20-E4,Cast,Tress MacNeille,Malibu Stacy,true
S20-E18,Cast,Dan Castellaneta,Man in Store,true
S20-E20,Cast,Tress MacNeille,Manicure Woman,true
S20-E15,Cast,Tress MacNeille,Manjula,true
S20-E7,Cast,Harry Shearer,Mapple Store Announcer,true
S20-E7,Cast,Tress MacNeille,Mapple Woman Employer,true
S20-E7,Cast,Tress MacNeille,Mapple Woman Voice,true
S20-E1,Cast,Julie Kavner,Marge Simpson,true
S20-E2,Cast,Julie Kavner,Marge Simpson,true
S20-E3,Cast,Julie Kavner,Marge Simpson,true
S20-E4,Cast,Julie Kavner,Marge Simpson,true
S20-E5,Cast,Julie Kavner,Marge Simpson,true
S20-E6,Cast,Julie Kavner,Marge Simpson,true
S20-E7,Cast,Julie Kavner,Marge Simpson,true
S20-E8,Cast,Julie Kavner,Marge Simpson,true
S20-E9,Cast,Julie Kavner,Marge Simpson,true
S20-E10,Cast,Julie Kavner,Marge Simpson,true
S20-E11,Cast,Julie Kavner,Marge Simpson,true
S20-E12,Cast,Julie Kavner,Marge Simpson,true
S20-E13,Cast,Julie Kavner,Marge Simpson,true
S20-E14,Cast,Julie Kavner,Marge Simpson,true
S20-E15,Cast,Julie Kavner,Marge Simpson,true
S20-E16,Cast,Julie Kavner,Marge Simpson,true
S20-E17,Cast,Julie Kavner,Marge Simpson,true
S20-E18,Cast,Julie Kavner,Marge Simpson,true
S20-E19,Cast,Julie Kavner,Marge Simpson,true
S20-E20,Cast,Julie Kavner,Marge Simpson,true
S20-E21,Cast,Julie Kavner,Marge Simpson,true
S20-E2,Cast,Russi Taylor,Martin Prince,true
S20-E11,Cast,Russi Taylor,Martin Prince,true
S20-E5,Cast,Dan Castellaneta,Marty,true
S20-E15,Cast,Harry Shearer,Marty,true
S20-E3,Editorial Department,Felix Sanchez,tape room supervisor,true
S20-E8,Editorial Department,Felix Sanchez,tape room supervisor,true
S20-E13,Editorial Department,Felix Sanchez,tape room supervisor,true
S20-E14,Editorial Department,Felix Sanchez,tape room supervisor,true
S20-E6,Editorial Department,Walter Gonzalez,tape room supervisor,true
S20-E10,Editorial Department,Walter Gonzalez,tape room supervisor,true
S20-E2,Other crew,Felix Sanchez,tape room supervisor,true
S20-E3,Other crew,Felix Sanchez,tape room supervisor,true
S20-E7,Other crew,Felix Sanchez,tape room supervisor,true
S20-E8,Other crew,Felix Sanchez,tape room supervisor,true
S20-E9,Other crew,Felix Sanchez,tape room supervisor,true
S20-E11,Other crew,Felix Sanchez,tape room supervisor,true
S20-E13,Other crew,Felix Sanchez,tape room supervisor,true
S20-E14,Other crew,Felix Sanchez,tape room supervisor,true
S20-E16,Other crew,Felix Sanchez,tape room supervisor,true
S20-E18,Other crew,Felix Sanchez,tape room supervisor,true
S20-E19,Other crew,Felix Sanchez,tape room supervisor,true
S20-E20,Other crew,Felix Sanchez,tape room supervisor,true
S20-E21,Other crew,Felix Sanchez,tape room supervisor,true
S20-E1,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E5,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E6,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E10,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E12,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E15,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E17,Other crew,Walter Gonzalez,tape room supervisor,true
S20-E1,Editorial Department,Larry Field,telecine,true
S20-E2,Editorial Department,Larry Field,telecine,true
S20-E3,Editorial Department,Larry Field,telecine,true
S20-E4,Editorial Department,Larry Field,telecine,true
S20-E5,Editorial Department,Larry Field,telecine,true
S20-E6,Editorial Department,Larry Field,telecine,true
S20-E7,Editorial Department,Larry Field,telecine,true
S20-E8,Editorial Department,Larry Field,telecine,true
S20-E9,Editorial Department,Larry Field,telecine,true
S20-E10,Editorial Department,Larry Field,telecine,true
S20-E11,Editorial Department,Larry Field,telecine,true
S20-E12,Editorial Department,Larry Field,telecine,true
S20-E13,Editorial Department,Larry Field,telecine,true
S20-E14,Editorial Department,Larry Field,telecine,true
S20-E15,Editorial Department,Larry Field,telecine,true
S20-E16,Editorial Department,Larry Field,telecine,true
S20-E17,Editorial Department,Larry Field,telecine,true
S20-E18,Editorial Department,Larry Field,telecine,true
S20-E19,Editorial Department,Larry Field,telecine,true
S20-E20,Editorial Department,Larry Field,telecine,true
S20-E21,Editorial Department,Larry Field,telecine,true
S20-E3,Animation Department,Laurie Wetzler,track reader,true
S20-E6,Animation Department,Laurie Wetzler,track reader,true
S20-E8,Animation Department,Laurie Wetzler,track reader,true
S20-E10,Animation Department,Laurie Wetzler,track reader,true
S20-E13,Animation Department,Laurie Wetzler,track reader,true
S20-E14,Animation Department,Laurie Wetzler,track reader,true
S20-E1,Other crew,Laurie Wetzler,track reader,true
S20-E2,Other crew,Laurie Wetzler,track reader,true
S20-E3,Other crew,Laurie Wetzler,track reader,true
S20-E4,Other crew,Laurie Wetzler,track reader,true
S20-E5,Other crew,Laurie Wetzler,track reader,true
S20-E6,Other crew,Laurie Wetzler,track reader,true
S20-E7,Other crew,Laurie Wetzler,track reader,true
S20-E8,Other crew,Laurie Wetzler,track reader,true
S20-E9,Other crew,Laurie Wetzler,track reader,true
S20-E10,Other crew,Laurie Wetzler,track reader,true
S20-E11,Other crew,Laurie Wetzler,track reader,true
S20-E12,Other crew,Laurie Wetzler,track reader,true
S20-E13,Other crew,Laurie Wetzler,track reader,true
S20-E14,Other crew,Laurie Wetzler,track reader,true
S20-E15,Other crew,Laurie Wetzler,track reader,true
S20-E16,Other crew,Laurie Wetzler,track reader,true
S20-E17,Other crew,Laurie Wetzler,track reader,true
S20-E18,Other crew,Laurie Wetzler,track reader,true
S20-E19,Other crew,Laurie Wetzler,track reader,true
S20-E20,Other crew,Laurie Wetzler,track reader,true
S20-E21,Other crew,Laurie Wetzler,track reader,true
S20-E7,Music Department,Denise Donatelli,vocalist,false
S20-E8,Music Department,Denise Donatelli,vocalist,false
S20-E13,Music Department,Denise Donatelli,vocalist,false
S20-E3,Writing Credits,Bill Odenkirk,writer,true
S20-E5,Writing Credits,Billy Kimball,writer,true
S20-E13,Writing Credits,Billy Kimball,writer,true
S20-E21,Writing Credits,Brendan Hay,writer,true
S20-E9,Writing Credits,Brian Kelley,writer,true
S20-E10,Writing Credits,Don Payne,writer,true
S20-E5,Writing Credits,Ian Maxtone-Graham,writer,true
S20-E13,Writing Credits,Ian Maxtone-Graham,writer,true
S20-E19,Writing Credits,J. Stewart Burns,writer,true
S20-E12,Writing Credits,Jeff Westbrook,writer,true
S20-E15,Writing Credits,Joel H. Cohen,writer,true
S20-E2,Writing Credits,John Frink,writer,true
S20-E16,Writing Credits,John Frink,writer,true
S20-E1,Writing Credits,Kevin Curran,writer,true
S20-E7,Writing Credits,Marc Wilmore,writer,true
S20-E17,Writing Credits,Marc Wilmore,writer,true
S20-E14,Writing Credits,Matt Marshall,writer,true
S20-E4,Writing Credits,Matt Warburton,writer,true
